run_id,policy_path,scenario_count,overall_gate,rank,scenario,success_rate,mean_final_distance,collision_rate,unsafe_action_rate,gate,failed_criteria,description,limitation,scorecard_path,replay_path
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,1,observation_noise,1.0,0.039876202762397644,0.0,n/a,PASS,,Adds configured Gaussian noise to observations during eval.,,examples/results/v0.6.0/scenarios/observation_noise/scorecard.json,examples/results/v0.6.0/scenarios/observation_noise/trajectory.png
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,2,baseline,1.0,0.04394251127449883,0.0,n/a,PASS,,No injected evaluation failures.,,examples/results/v0.6.0/scenarios/baseline/scorecard.json,examples/results/v0.6.0/scenarios/baseline/trajectory.png
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,3,high_friction,1.0,0.04394251127449883,0.0,n/a,PASS,,Placeholder for higher table/contact friction.,"The current tabletop reach task uses kinematic joint-delta control and no contact-dependent object dynamics, so high_friction is documented but not physically modeled yet.",examples/results/v0.6.0/scenarios/high_friction/scorecard.json,examples/results/v0.6.0/scenarios/high_friction/trajectory.png
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,4,low_friction,1.0,0.04394251127449883,0.0,n/a,PASS,,Placeholder for lower table/contact friction.,"The current tabletop reach task uses kinematic joint-delta control and no contact-dependent object dynamics, so low_friction is documented but not physically modeled yet.",examples/results/v0.6.0/scenarios/low_friction/scorecard.json,examples/results/v0.6.0/scenarios/low_friction/trajectory.png
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,5,action_noise,1.0,0.04626533626888723,0.0,n/a,PASS,,Adds configured Gaussian perturbation to policy actions during eval.,,examples/results/v0.6.0/scenarios/action_noise/scorecard.json,examples/results/v0.6.0/scenarios/action_noise/trajectory.png
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,6,combined_hard,1.0,0.04804580609978152,0.0,n/a,PASS,,"Combines target shift, observation noise, action noise, and weak actuator effects.",Excludes low_friction and high_friction because friction is not physically modeled in v0.,examples/results/v0.6.0/scenarios/combined_hard/scorecard.json,examples/results/v0.6.0/scenarios/combined_hard/trajectory.png
eval-matrix-20260627-111404,not_committed; reproduce with RESULTS.md,7,PASS,7,target_shift,1.0,0.04945063540045542,0.0,n/a,PASS,,Moves the target by the configured offset before each eval episode.,,examples/results/v0.6.0/scenarios/target_shift/scorecard.json,examples/results/v0.6.0/scenarios/target_shift/trajectory.png
